NU_INSCRICAO,TP_SEXO,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ESCOLA,TP_ENSINO,TP_DEPENDENCIA_ADM_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,MEDIA_GERAL
210061789921,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,548.1,617.3,540.2,671.8,580,B,D,C,B,3,591.48
210060178193,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,413.4,524.2,449.3,389.2,600,D,D,B,F,5,475.22
210059709357,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,553.4,541.8,609.9,633.7,880,C,G,A,D,2,643.76
210059535887,Masculino,8,Preta,Não respondeu,NA,NA,1,1,1,1,461.8,472,460,466.6,540,E,E,B,B,4,480.08
210060949466,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,482.7,505.3,510.5,569.8,740,E,G,B,D,3,561.66
210060968211,Feminino,2,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,B,B,3,0
210060059533,Masculino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,511.7,523.9,553.5,546.3,580,F,G,C,D,4,543.0799999999999
210059436132,Feminino,10,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,B,B,3,0
210059003421,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,552.1,571.4,536.5,737,840,G,G,E,D,4,647.4
210059652901,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,559.8,635.6,575.8,794.8,880,E,G,C,D,4,689.1999999999999
210062010814,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,448.1,616.4,594.1,641.2,640,C,E,A,D,5,587.96
210060281623,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,369.5,445.2,354.6,383.5,360,A,C,A,A,6,382.56
210058631650,Masculino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,C,B,3,0
210060837477,Feminino,1,Não declarado,Não respondeu,NA,NA,1,1,1,1,581.2,552.6,592.3,473.5,720,F,G,A,D,4,583.92
210060637699,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,549.8,619.3,543,623.4,960,D,D,B,B,5,659.1
210060265267,Masculino,6,Parda,Não respondeu,NA,NA,1,1,1,1,506.7,490.7,516.6,345.9,640,C,E,C,B,2,499.98
210061250689,Feminino,1,Branca,Não respondeu,NA,NA,0,1,1,0,0,605.3,595.5,0,0,F,G,D,E,2,240.16
210059712273,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,446.4,586.7,569.6,532.8,920,E,E,C,D,3,611.1
210060830598,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,562.7,475.2,520.3,527.1,660,H,G,C,D,2,549.06
210059982742,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,529.1,564.5,541,644.2,680,C,B,A,A,3,591.76
210061922037,Masculino,7,Preta,Não respondeu,NA,NA,1,1,1,1,456.4,450.3,357.3,472.7,720,B,F,F,F,4,491.34
210060040000,Feminino,9,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,A,A,4,0
210058054423,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,474,591,618.3,446.4,560,E,E,C,B,4,537.9399999999999
210060112769,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,568,597,538.6,605.3,580,C,G,D,D,4,577.78
210061980125,Masculino,6,Branca,Não respondeu,NA,NA,1,1,1,1,724,701,650,921.1,900,F,F,E,D,4,779.22
210060730617,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,436.4,481.1,417.8,472.8,560,H,E,F,D,4,473.62
210058483910,Feminino,4,Preta,Pública,Ensino Regular,NA,1,1,1,1,505.4,536.2,524.1,522.7,840,B,C,C,A,2,585.6800000000001
210060466485,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,500,410,463.1,371.3,520,E,E,C,D,4,452.88
210060085664,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,488.4,530.5,557.7,425.8,700,E,E,C,C,4,540.48
210059209710,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,419.3,401.8,513.4,530.3,460,D,D,C,F,5,464.96
210059152683,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,545.6,537,519.3,570.1,560,B,H,A,A,2,546.4
210061358771,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,455.8,376.2,443.1,489.1,360,D,D,B,B,5,424.84000000000003
210059259479,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,544.8,520,573.1,527.6,0,C,B,D,A,1,433.1
210059254092,Feminino,9,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,D,A,A,4,0
210060408536,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,384.5,455.8,425.1,484.5,540,D,E,C,B,4,457.98
210058743054,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,418.3,394.9,326.7,378.9,440,E,D,B,F,4,391.76
210060205420,Masculino,12,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,A,D,4,0
210058060134,Masculino,3,Preta,Não respondeu,NA,NA,1,1,1,1,426.7,524.7,507.6,404.4,580,D,E,C,D,6,488.68
210060308474,Feminino,2,Branca,Privada,Ensino Regular,Privada,0,0,0,0,0,0,0,0,0,E,F,C,C,4,0
210061895721,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,507.7,473.7,535.9,445.5,740,F,F,D,D,5,540.56
210059755913,Feminino,18,Branca,Não respondeu,NA,NA,1,1,1,1,628.1,665.5,559.9,650.6,920,A,E,B,D,2,684.82
210060539866,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,348.7,447.8,477.1,488,620,H,H,A,A,5,476.32
210058075049,Feminino,11,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,A,B,5,0
210058763948,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,420.6,550.8,553.4,395.1,620,E,F,F,D,3,507.98
210061484948,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,563.7,483.2,557.4,396.7,840,E,F,D,D,2,568.2
210059327482,Feminino,9,Parda,Não respondeu,NA,NA,1,1,1,1,431.5,497.1,521.8,339.4,400,B,A,A,A,3,437.96
210061290510,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,566.4,507,501.7,516.4,440,G,G,E,E,4,506.3
210060104746,Feminino,6,Branca,Não respondeu,NA,NA,1,1,1,1,538.4,605.3,580.2,443.9,560,E,F,C,B,5,545.56
210060285150,Feminino,13,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,A,A,5,0
210059288995,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,562,553.8,583,673.9,580,H,E,D,B,4,590.54
210061115477,Masculino,14,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,D,B,B,2,0
210058684556,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,458.2,535.5,501,526.5,600,D,E,C,B,3,524.24
210059539433,Masculino,10,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,C,B,4,0
210059997133,Masculino,11,Parda,Não respondeu,NA,NA,1,1,1,1,554.3,655.8,591.7,633.2,720,F,E,D,C,2,631
210058781384,Feminino,2,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,489.7,518.7,527.3,591.4,520,E,F,D,D,5,529.42
210059014810,Masculino,11,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,C,B,5,0
210058481130,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,428,448.2,451.2,517.6,680,B,F,C,D,3,505
210059614080,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,397.6,360,480.3,459.2,640,E,F,C,F,4,467.42
210059612013,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,462.8,540.9,533.1,489.7,420,E,E,C,D,4,489.3
210059716973,Masculino,16,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,D,D,4,0
210061790797,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,404,442.2,447.8,418.1,340,C,E,B,B,5,410.42
210061493082,Masculino,8,Preta,Não respondeu,NA,NA,1,1,1,1,434.1,519.1,510,464.2,480,F,D,A,B,1,481.48
210061998560,Masculino,2,Parda,Não respondeu,NA,NA,1,1,1,1,380.4,385.7,356.8,416.4,400,H,C,A,A,6,387.86
210058232286,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,484.8,590.7,543.6,473.9,720,C,F,A,B,3,562.6
210060197023,Feminino,7,Preta,Pública,Ensino Regular,NA,1,1,1,1,447.7,406.9,463.6,404.5,460,B,C,B,B,3,436.54
210061545501,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,424.2,564.7,529.7,526.2,600,C,E,B,B,5,528.96
210058899259,Masculino,7,Branca,Não respondeu,NA,NA,1,1,1,1,533.4,609.8,618.4,640.9,860,F,F,D,D,4,652.5
210060160183,Feminino,1,Branca,Pública,Ensino Regular,NA,1,1,1,1,518.1,559.4,470.6,620.1,920,H,F,A,B,4,617.64
210060626086,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,452.8,417.6,490.5,343.4,600,C,F,B,A,8,460.86
210058068567,Masculino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,A,B,3,0
210058478733,Feminino,4,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,419.6,557.8,453.2,513.7,520,E,D,B,F,4,492.86
210061490138,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,538.3,616.5,551.6,505.2,720,G,F,D,B,3,586.3199999999999
210058146432,Masculino,13,Branca,Não respondeu,NA,NA,1,1,1,1,530.2,322.6,435.6,343.1,40,B,D,A,A,4,334.3
210058277033,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,G,D,E,4,0
210059781993,Feminino,7,Indígena,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,7,0
210058434452,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,407,587.5,407.4,796.3,800,F,G,D,E,5,599.64
210058757111,Masculino,2,Branca,Não respondeu,NA,NA,1,1,1,1,537.2,665.8,580.4,655.9,480,E,G,B,D,4,583.86
210058126570,Feminino,3,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,C,C,4,0
210059395890,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,639.6,609.1,571.4,796.1,940,G,F,D,F,4,711.24
210059335884,Feminino,8,Branca,Não respondeu,NA,NA,1,1,1,1,386.5,443.8,424.4,378.7,380,D,D,E,B,2,402.68
210058156927,Feminino,3,Branca,Pública,NA,Estadual,0,0,0,0,0,0,0,0,0,H,H,A,A,6,0
210059199737,Masculino,3,Branca,Privada,Ensino Regular,NA,1,1,1,1,337.2,480,376.2,481.9,660,H,H,C,B,5,467.06
210060354586,Masculino,3,Parda,Privada,Ensino Regular,Privada,1,1,1,1,561,522.4,552.2,739.8,940,G,F,E,D,4,663.08
210060684028,Feminino,4,Preta,Não respondeu,NA,NA,1,1,1,1,454.1,520.4,479.9,493.5,780,C,C,B,B,2,545.58
210058425186,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,572.4,553.6,542.8,703.3,800,F,E,D,B,4,634.42
210061610597,Feminino,8,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,F,F,4,0
210060656520,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,693.1,733.6,722.7,797.9,960,F,F,E,D,4,781.46
210059935015,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,536.8,557.3,570.8,480.2,560,C,D,B,B,3,541.02
210058591281,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,417.1,497.6,446.4,612.4,580,E,G,C,D,3,510.7
210058648414,Masculino,3,Branca,Não respondeu,NA,NA,0,1,1,0,0,459,532.6,0,720,D,E,C,B,2,342.32
210060808496,Masculino,11,Branca,Não respondeu,NA,NA,1,1,1,1,434.7,441.4,537.8,375.8,600,F,F,F,F,4,477.94
210058195495,Feminino,4,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,439.7,507.6,461.6,458.2,480,D,E,C,F,8,469.42
210058510438,Masculino,2,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,2,0
210061794409,Feminino,6,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,C,B,B,4,0
210060279842,Masculino,2,Preta,Pública,Ensino Regular,Estadual,1,1,1,1,549.8,496.4,476.9,554.6,860,H,E,F,B,3,587.54
210061358594,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,443.8,462.9,525.5,518,640,C,G,A,D,4,518.04
210062055762,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,489.3,491.3,452,428.2,560,H,E,E,E,3,484.16
210058441354,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,529.9,568.4,589.3,558.9,820,H,E,F,B,3,613.3
210059567927,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,449.3,582.2,601.8,637.7,800,G,G,C,D,7,614.2
210061155688,Masculino,11,Parda,Não respondeu,NA,NA,1,1,1,1,550.8,466.7,466.2,580.4,440,C,D,B,B,4,500.82
210058471259,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,514.6,501.6,550.5,366.6,540,D,F,D,B,3,494.66
210060194053,Feminino,2,Parda,Não respondeu,NA,NA,0,1,1,0,0,448.5,469,0,680,C,C,C,B,3,319.5
210058328286,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,563.4,634,581.4,570.6,980,G,D,D,B,5,665.88
210061160694,Feminino,11,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,A,A,4,0
210058294663,Feminino,5,Preta,Não respondeu,NA,NA,1,1,1,1,337.9,487.9,439.4,404.9,500,D,D,C,C,4,434.02
210059199012,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,491.9,523.7,554.9,445.5,780,E,F,C,D,3,559.2
210061235793,Masculino,17,Branca,Pública,NA,NA,1,1,1,1,489.5,556.4,403.3,421.9,0,B,B,A,A,3,374.21999999999997
210058089868,Masculino,6,Preta,Pública,Ensino Regular,NA,1,1,1,1,0,367.3,496.5,0,480,E,E,B,B,3,268.76
210061203273,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,487.8,590.2,586.1,648.3,680,B,E,B,B,5,598.48
210060286259,Feminino,3,Preta,Não respondeu,NA,NA,1,1,1,1,576.6,640.1,550.3,612,900,E,E,F,D,3,655.8
210061896626,Feminino,6,Branca,Não respondeu,NA,NA,1,1,1,1,618.8,658.8,591.8,581.7,940,F,F,D,B,4,678.22
210061439405,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,782.5,753.4,673.6,912,880,E,G,C,D,3,800.3
210058054470,Feminino,3,Parda,Pública,NA,NA,1,1,1,1,395.7,512.7,495.5,364.6,800,F,E,D,D,3,513.7
210060041425,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,670.3,662.4,584.7,847.9,680,G,E,E,F,5,689.06
210060207163,Masculino,2,Branca,Pública,Ensino Regular,Municipal,1,1,1,1,440.8,479.8,543.8,485.3,540,H,E,C,B,3,497.94
210059219218,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,513.7,564.9,553,557.4,760,E,E,F,B,2,589.8
210060775513,Feminino,11,Parda,Não respondeu,NA,NA,0,1,1,0,0,414.5,451.1,0,500,D,B,C,B,2,273.12
210058094706,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,419.5,422.9,491.8,663.9,640,A,A,A,F,3,527.62
210058046554,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,479.2,556.1,550.8,532.3,560,E,G,C,D,4,535.68
210060599049,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,455.7,399.2,526.2,480.1,780,C,F,C,D,4,528.24
210061293167,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,A,B,4,0
210058761957,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,479.8,429.5,433.4,451,880,E,C,B,B,4,534.74
210059616326,Masculino,2,Parda,Não respondeu,NA,NA,1,1,1,1,418.9,466.6,517.6,432.9,580,G,F,D,D,4,483.2
210058950445,Masculino,6,Preta,Não respondeu,NA,NA,1,1,1,1,485.2,560,568.3,639.6,680,F,F,F,F,1,586.62
210061771454,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,511.2,506.5,494.2,427.3,520,C,E,A,B,3,491.84
210060363262,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,571.1,569.8,625.6,695.2,760,F,G,D,D,4,644.34
210060306661,Feminino,4,Branca,Não respondeu,NA,NA,1,1,1,1,414.6,471.1,499.9,369.6,320,E,F,B,B,3,415.04
210061890419,Feminino,12,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,B,B,9,0
210061640848,Masculino,4,Branca,Não respondeu,NA,NA,1,1,1,1,586.7,605.2,577.5,681.7,640,E,G,D,E,4,618.22
210060686134,Masculino,6,Preta,Pública,Ensino Regular,NA,1,1,1,1,396.9,373.7,370,461.3,440,H,B,F,B,5,408.38
210059055192,Feminino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,D,F,B,3,0
210060793065,Feminino,3,Branca,Privada,Ensino Regular,Privada,0,1,1,0,0,512.2,381.5,0,760,E,E,F,F,3,330.74
210058461765,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,382.1,497.5,517.4,485.3,440,E,E,C,C,4,464.46
210061157049,Masculino,13,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,B,A,B,3,0
210059346344,Feminino,11,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,1,0
210060159399,Masculino,4,Branca,Não respondeu,NA,NA,1,1,1,1,598.6,595,611.2,713.9,720,E,D,C,B,2,647.74
210060718422,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,482.6,599,532.5,461.2,840,B,B,A,A,2,583.06
210058443474,Feminino,11,Preta,Pública,NA,Estadual,0,0,0,0,0,0,0,0,0,C,D,B,C,4,0
210058701627,Masculino,7,Branca,Não respondeu,NA,NA,1,1,1,1,579.1,479.4,448.7,513.8,720,F,F,D,C,3,548.2
210061057271,Feminino,13,Parda,Não respondeu,NA,NA,1,1,1,1,403.2,344.1,466.2,333,480,B,E,B,B,6,405.3
210061526326,Feminino,2,Preta,Privada,Ensino Regular,NA,1,1,1,1,496.6,377.6,420.8,336,600,E,F,D,D,4,446.2
210061638177,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,462.4,512,575.6,450.4,580,C,D,C,A,3,516.08
210058717360,Masculino,9,Preta,Não respondeu,NA,NA,1,1,1,1,455.4,532,483.9,368.8,480,E,E,F,F,5,464.02
210059587632,Masculino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,656.3,633.1,633.4,795.2,920,C,E,C,D,3,727.6
210060931435,Feminino,5,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,D,B,B,4,0
210058828184,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,543.7,597.7,622.1,653,680,E,D,A,B,4,619.3000000000001
210058990136,Masculino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,413.6,469.5,487.3,531.7,520,D,E,A,B,3,484.42
210060353502,Feminino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,526.2,577.7,528.2,614.7,920,E,E,D,B,3,633.36
210061885052,Masculino,7,Parda,Não respondeu,NA,NA,1,1,1,1,526.8,490.7,498.9,346.7,500,E,E,B,B,4,472.62
210059523884,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,583.8,574.2,568.2,624.7,580,H,F,D,D,4,586.1800000000001
210061093490,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,472.2,537.9,551.7,678.8,500,D,E,B,B,3,548.12
210059519691,Masculino,5,Parda,Pública,Ensino Regular,Federal,0,0,0,0,0,0,0,0,0,B,B,C,B,5,0
210058645511,Feminino,8,Branca,Não respondeu,NA,NA,0,1,1,0,0,485.3,551.8,0,660,E,E,B,B,2,339.42
210060592288,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,437.3,584.8,527.9,662,740,D,G,B,D,3,590.4
210060745067,Masculino,11,Branca,Não respondeu,NA,NA,1,1,1,1,460.5,515,537.4,394,500,A,E,B,B,4,481.38
210059449492,Feminino,3,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,E,E,C,B,4,0
210060582660,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,392.7,485,517.1,441,520,E,E,F,F,5,471.16
210059547675,Feminino,6,Preta,Não respondeu,NA,NA,1,1,1,1,530.8,614.4,573.9,446,640,H,C,F,B,4,561.02
210059422268,Masculino,14,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,C,B,3,0
210061359872,Feminino,2,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,D,E,C,C,5,0
210058469103,Feminino,9,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,3,0
210061629150,Feminino,1,Parda,Privada,Ensino Regular,NA,1,1,1,1,518.5,596,569.6,572.3,740,E,D,D,F,4,599.28
210058800658,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,441,460.2,503.2,422.7,600,B,C,C,A,4,485.42
210060752147,Masculino,14,Branca,Não respondeu,NA,NA,1,1,1,1,664.9,684.2,621.3,880.1,860,A,E,C,D,3,742.1
210058657897,Feminino,2,Branca,Não respondeu,NA,NA,0,1,1,0,0,597.1,585.6,0,600,E,E,C,B,6,356.54
210060939890,Masculino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,F,A,A,6,0
210058473019,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,508.1,560.3,533.8,472,600,E,E,C,D,2,534.84
210058913492,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,444.1,523.6,527.7,595.2,580,B,B,A,B,6,534.12
210058524587,Feminino,9,Parda,Não respondeu,NA,NA,1,1,1,1,573.5,595.1,584.1,669.1,620,C,C,C,B,5,608.36
210059717282,Masculino,11,Branca,Não respondeu,NA,NA,1,1,1,1,523.3,466.5,491.2,385.1,480,C,E,C,D,2,469.21999999999997
210058051126,Feminino,2,Parda,Não respondeu,NA,NA,1,1,1,1,683.6,662.3,615.1,891.5,740,G,F,D,D,4,718.5
210059638620,Masculino,13,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,F,F,3,0
210060633990,Feminino,8,Parda,Não respondeu,NA,NA,1,1,1,1,477.8,452.8,444.3,529.5,860,D,E,B,B,5,552.88
210061565736,Masculino,3,Parda,Não respondeu,NA,NA,1,1,1,1,395.9,439.6,465.2,559.5,360,G,E,D,F,5,444.04
210058647014,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,479.3,499.6,475.9,456.8,780,E,E,C,B,5,538.32
210059759488,Masculino,6,Parda,Não respondeu,NA,NA,1,1,1,1,557,509.6,557.4,447.6,540,B,B,A,B,5,522.32
210061805193,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,623.7,621.5,618.9,747.6,620,H,G,E,D,3,646.34
210059334775,Feminino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,A,A,A,1,0
210061254425,Feminino,12,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,C,C,B,6,0
210060506714,Feminino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,477,609.9,606,581.1,880,G,F,E,E,3,630.8
210060381367,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,466.3,508.9,522.7,503.7,600,F,E,D,D,4,520.32
210060264389,Feminino,2,Preta,Pública,Ensino Regular,NA,1,1,1,1,542.6,613.5,565,504.7,580,E,E,C,D,5,561.16
210061578115,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,603.6,618.3,645.6,742.5,820,F,E,D,D,4,686
210058593061,Feminino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,B,B,4,0
210061478994,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,552,485.9,531.3,515,560,E,G,C,D,4,528.84
210060158278,Feminino,10,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,B,B,5,0
210060652091,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,512.1,581,539.6,578.4,640,D,D,D,F,3,570.22
210060571913,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,546.1,600.9,599.5,638.9,720,G,G,D,E,3,621.08
210060725629,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,450.1,462.3,508.3,508.9,720,C,D,D,B,3,529.92
210059668648,Masculino,10,Parda,Não respondeu,NA,NA,0,1,1,0,0,432.1,381,0,420,E,B,A,A,2,246.62
210061410645,Masculino,11,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,D,A,B,1,0
210061277178,Feminino,3,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,F,B,5,0
210058461861,Feminino,12,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,F,F,3,0
210058776316,Feminino,2,Branca,Privada,Ensino Regular,NA,1,1,1,1,564.7,585.4,571.6,502.9,900,E,E,D,D,5,624.92
210058527775,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,572.6,610.1,580.3,664.7,900,B,B,A,A,2,665.54
210061968621,Feminino,6,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,C,F,B,3,0
210059263758,Feminino,12,Preta,Não respondeu,NA,NA,1,1,1,1,551.1,552.1,518.8,436.8,500,E,E,C,D,3,511.76
210061339443,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,540.6,593.1,542.7,777.1,880,F,G,D,D,5,666.7
210058877286,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,396.4,389.4,464.1,433,600,D,E,A,B,4,456.58
210060236376,Feminino,8,Parda,Não respondeu,NA,NA,1,1,1,1,612.8,682.6,648.2,737.5,720,E,E,B,A,1,680.22
210061444406,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,426.2,607,609.8,582.7,800,E,F,D,D,4,605.14
210061708312,Feminino,11,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,C,F,3,0
210059659989,Masculino,11,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,D,B,1,0
210060612128,Feminino,3,Preta,Pública,Ensino Regular,NA,1,1,1,1,404.9,504.4,465,442.1,780,E,F,C,B,4,519.28
210058419017,Feminino,4,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,451.5,423.7,398.3,351,0,C,E,A,A,3,324.9
