NU_INSCRICAO,TP_SEXO,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ESCOLA,TP_ENSINO,TP_DEPENDENCIA_ADM_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,MEDIA_GERAL
210059911385,Feminino,9,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,D,D,2,0
210059212781,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,660.2,634,570.7,743.5,820,E,E,E,B,3,685.6800000000001
210059829491,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,473,468.8,434.4,459.5,540,H,H,F,B,4,475.14
210061193650,Masculino,5,Parda,Pública,NA,NA,0,0,0,0,0,0,0,0,0,B,H,A,C,3,0
210060512081,Masculino,2,Branca,Não respondeu,NA,NA,1,1,1,1,540,619.7,556.3,749,780,G,G,E,E,4,649
210059083846,Feminino,3,Branca,Pública,Ensino Regular,Federal,1,1,1,1,668.7,587.8,656.8,750.7,920,F,F,E,D,3,716.8
210061125654,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,494.4,593.3,631.7,621.1,640,B,C,C,B,4,596.1
210059946857,Feminino,1,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,C,B,3,0
210061440726,Feminino,1,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,G,G,D,D,5,0
210061568313,Masculino,3,Preta,Pública,Ensino Regular,NA,1,1,1,1,589.2,508.1,596,547.3,700,D,E,C,B,6,588.12
210061375094,Masculino,9,Preta,Não respondeu,NA,NA,0,1,1,0,0,381.6,352.7,0,0,C,C,B,B,3,146.86
210059305741,Masculino,3,Amarela,Não respondeu,NA,NA,1,1,1,1,616.3,646.8,640.4,751.8,960,G,G,E,E,4,723.06
210059443264,Feminino,14,Branca,Não respondeu,NA,NA,1,1,1,1,419.6,480.7,480.9,437.6,320,A,A,F,A,5,427.76
210059476554,Feminino,3,Parda,Privada,Ensino Regular,Privada,1,1,1,1,624.3,554.2,493.7,485.5,760,E,E,C,F,3,583.54
210061426518,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,521.5,557.8,594.9,474.6,840,B,G,B,D,2,597.76
210059960879,Masculino,2,Parda,Pública,Ensino Regular,Privada,1,1,1,1,472.6,613.9,571.2,514.3,560,E,G,B,B,3,546.4
210060580119,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,455.1,519.7,470.2,559.4,340,E,G,A,D,3,468.88
210058247506,Feminino,3,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,E,E,3,0
210061537765,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,445.5,532.6,555.3,461,380,E,E,C,F,3,474.88
210058736929,Masculino,3,Parda,Não respondeu,NA,NA,1,1,1,1,403.6,508,511.7,496.2,520,B,B,A,F,4,487.9
210059171776,Feminino,14,Parda,Não respondeu,NA,NA,1,1,1,1,434.3,366.3,409.9,343,300,C,C,A,A,3,370.7
210059504685,Feminino,2,Branca,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,E,F,B,3,0
210060101592,Masculino,1,Amarela,Não respondeu,NA,NA,1,1,1,1,529.1,576.1,520.5,744.7,540,E,F,D,D,3,582.08
210058858416,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,443.1,491.6,508.6,595.8,740,B,B,A,A,3,555.82
210061436349,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,349.9,430.5,469.9,393.6,540,E,E,C,D,4,436.78
210058275426,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,412.4,421,464,431.7,800,H,H,F,F,3,505.82
210060158295,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,385.8,437.7,491.8,491.4,540,A,B,B,B,5,469.34
210059594754,Feminino,2,Branca,Não respondeu,NA,NA,1,1,1,1,486.8,582.2,572.3,563.1,940,G,F,E,D,4,628.88
210060986408,Masculino,9,Branca,Não respondeu,NA,NA,1,1,1,1,555.3,577.7,363.3,601.4,860,G,C,B,B,4,591.54
210059790612,Feminino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,C,B,B,4,0
210060569421,Masculino,11,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,C,B,6,0
210060913493,Feminino,2,Preta,Pública,Ensino Regular,NA,1,1,1,1,437.9,516.4,450.2,406.2,480,H,A,B,B,4,458.14
210060342751,Masculino,1,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,B,B,5,0
210058213106,Masculino,6,Parda,Não respondeu,NA,NA,1,1,1,1,341.6,352,326.5,418.9,300,H,C,F,B,1,347.8
210058419927,Feminino,13,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,B,B,A,4,0
210059203177,Feminino,3,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,B,B,2,0
210061214640,Masculino,17,Branca,Não respondeu,NA,NA,1,1,1,1,362.2,582.3,537.2,548.6,600,C,C,D,D,1,526.06
210061166517,Masculino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,D,A,4,0
210061401361,Feminino,2,Parda,Pública,Ensino Regular,Estadual,0,1,1,0,0,497.1,464.1,0,0,H,C,A,A,6,192.24
210061414132,Feminino,13,Preta,Não respondeu,NA,NA,1,1,1,1,491.3,531,541.1,489,560,C,B,B,B,3,522.48
210060369602,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,622.6,666.3,616.7,804.2,940,G,G,E,E,3,729.96
210058823175,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,459.5,472.1,535,491.5,360,E,B,B,B,3,463.62
210058207421,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,491.2,524.7,568.2,544.4,800,E,E,B,F,4,585.7
210061367417,Feminino,3,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,B,E,B,B,4,0
210061290092,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,512.3,419.1,516.1,560.4,640,E,E,F,B,5,529.58
210061825578,Feminino,14,Amarela,Não respondeu,NA,NA,1,1,1,1,454.8,530.9,474.4,444.6,660,C,E,B,F,4,512.94
210059631271,Feminino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,591.2,643,601.7,660.5,760,F,G,F,E,4,651.28
210059193564,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,507.1,584.3,527.8,525,740,E,E,B,B,5,576.84
210059579208,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,542.2,552.6,596.2,553.9,700,E,E,C,B,3,588.98
210061314211,Feminino,2,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,347.6,503.1,542.2,407.7,680,C,E,C,D,2,496.12
210061578902,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,C,A,B,5,0
210058196779,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,518.9,525.3,510.2,574.7,0,H,E,F,B,2,425.82
210058317399,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,601.4,544.6,505.1,602.3,860,H,G,E,E,5,622.68
210058947667,Feminino,13,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,F,A,D,4,0
210060066436,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,612.1,586.3,628.1,620,860,E,G,C,D,1,661.3
210059474737,Feminino,2,Branca,Não respondeu,NA,NA,0,1,1,0,0,471,454,0,640,F,E,E,B,3,313
210058863242,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,410.9,347.1,304.8,338.7,640,H,H,C,B,2,408.3
210061033660,Masculino,4,Branca,Não respondeu,NA,NA,1,1,1,1,341.2,380.2,394.9,444.4,220,G,E,D,D,4,356.14
210060698809,Masculino,12,Amarela,Não respondeu,NA,NA,1,1,1,1,484.9,526.5,490.2,497.4,600,C,C,A,A,3,519.8
210060932881,Masculino,5,Branca,Não respondeu,NA,NA,1,1,1,1,512.2,520,511,418.8,820,H,E,F,C,5,556.4
210061439342,Masculino,3,Branca,Pública,Ensino Regular,Municipal,1,1,1,1,388.6,441.8,498.3,499.6,520,E,E,D,D,4,469.66
210059469523,Masculino,4,Branca,Não respondeu,NA,NA,1,1,1,1,509.2,483.4,536.8,676.8,880,F,G,E,E,3,617.24
210058412777,Feminino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,E,A,A,3,0
210060311993,Feminino,11,Branca,Não respondeu,NA,NA,1,1,1,1,476.9,578.9,515.2,422.2,540,E,E,A,B,5,506.64
210061004591,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,425.4,436.9,487,406.8,400,E,D,F,C,1,431.21999999999997
210061505036,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,523.2,537.5,506,557.3,620,E,G,D,D,3,548.8
210059148838,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,415.3,379.7,484.9,431.7,780,D,E,C,F,5,498.32
210059123783,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,484.2,541,503.3,563.5,940,F,F,E,D,4,606.4
210059212020,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,469.2,591.8,585.8,658.4,920,B,E,C,B,2,645.04
210058912585,Feminino,12,Parda,Não respondeu,NA,NA,1,1,1,1,473.4,578.7,542.9,480.9,500,E,D,B,B,4,515.18
210060912380,Masculino,12,Não declarado,Não respondeu,NA,NA,1,1,1,1,390,462.8,422.5,388.1,240,B,B,A,B,3,380.68
210060327173,Masculino,1,Branca,Não respondeu,NA,NA,1,1,1,1,595.2,617.5,564.8,674.2,700,E,E,D,B,3,630.34
210061565731,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,343.7,465.4,435.1,363.7,580,C,D,B,B,6,437.58
210060955983,Feminino,3,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,B,D,F,F,4,0
210058915172,Feminino,11,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,D,A,3,0
210059051247,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,587.3,556.8,510.7,619.6,800,D,E,A,D,3,614.88
210058837395,Masculino,12,Parda,Não respondeu,NA,NA,1,1,1,1,498.2,549,488.3,555.8,580,B,E,D,D,5,534.26
210061094287,Feminino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,513.4,584.7,675.1,518.3,520,F,E,E,B,4,562.3
210060537837,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,406,442.5,393.6,403.4,460,E,E,F,F,7,421.1
210060280836,Feminino,5,Preta,Não respondeu,NA,NA,1,1,1,1,402.3,469.5,409.3,450.9,0,H,D,F,B,3,346.4
210058407568,Feminino,3,Preta,Pública,Ensino Regular,NA,0,1,1,0,0,0,0,0,0,D,D,D,D,4,0
210060414489,Feminino,3,Branca,Privada,Ensino Regular,NA,1,1,1,1,509.9,575,529.6,494.8,800,H,G,C,D,2,581.86
210059785100,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,550.4,511.8,471.8,662.1,740,G,G,D,D,4,587.22
210061343249,Masculino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,662.4,769.8,645.4,697.1,620,F,E,D,B,4,678.9399999999999
210060715238,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,637.7,565.2,575.5,597.7,960,F,E,D,D,4,667.22
210061726257,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,539.2,573.4,632,414.5,660,E,G,D,E,3,563.82
210061840116,Feminino,3,Parda,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,C,C,A,F,5,0
210060110150,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,430.5,419.8,513.5,534.2,400,C,E,C,E,3,459.6
210059569566,Masculino,10,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,G,A,D,1,0
210058743201,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,408.8,408.1,303.7,373.9,0,B,B,A,A,4,298.9
210059635417,Feminino,3,Branca,Privada,Ensino Regular,Privada,1,1,1,1,480.5,485.8,542.7,510.7,840,G,F,E,F,3,571.94
210061649605,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,437.9,460.3,436,435.2,420,C,C,D,B,4,437.88
210058741139,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,429.9,577.5,460.6,454.8,860,D,E,C,F,3,556.56
210061702583,Masculino,3,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,H,A,B,2,0
210061184143,Masculino,2,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,H,E,C,B,4,0
210059987674,Feminino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,439.4,540.7,506.6,575.8,780,B,B,A,A,4,568.5
210058482864,Feminino,1,Branca,Não respondeu,NA,NA,1,1,1,1,544.6,588,585.1,621.7,880,E,E,D,D,3,643.88
210059580226,Masculino,3,Branca,Pública,Ensino Regular,NA,1,1,1,1,508.6,507.6,560.9,643.1,660,B,B,B,B,4,576.04
210061208035,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,556.2,510.3,498.4,374.1,360,G,D,D,A,3,459.8
210062012931,Masculino,5,Parda,Não respondeu,NA,NA,1,1,1,1,0,352.1,508.7,0,360,G,D,B,D,4,244.16
210059881200,Masculino,4,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,H,C,C,9,0
210058813875,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,485.8,515.2,493.1,385.8,360,B,B,A,A,5,447.98
210060044718,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,430.2,417.5,343.1,404.4,400,E,E,A,A,4,399.04
210061902678,Masculino,2,Preta,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,B,D,C,B,5,0
210059918004,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,617.8,716.7,617.4,719.3,920,E,G,D,D,3,718.24
210060932550,Feminino,12,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,F,E,D,B,5,0
210060060716,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,521.4,581.8,565.8,655.2,900,G,G,D,D,4,644.84
210059822415,Feminino,14,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,A,B,B,3,0
210060057260,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,492.6,500.2,431.7,573.2,520,B,B,A,A,4,503.54
210060645312,Masculino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,G,C,D,3,0
210061381801,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,484.7,596.4,560.3,582.4,780,B,F,A,D,6,600.76
210058512985,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,C,C,B,4,0
210060420787,Feminino,6,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,B,B,3,0
210059181226,Masculino,7,Branca,Não respondeu,NA,NA,1,1,1,1,447.4,361.8,429.9,425.3,480,E,E,A,A,2,428.88
210058407915,Masculino,2,Parda,Não respondeu,NA,NA,1,1,1,1,330.1,465.3,478.6,488.6,520,E,A,B,A,2,456.52000000000004
210058311951,Masculino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,590.8,577.7,576.9,588.3,580,E,E,B,B,4,582.74
210061037332,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,A,A,1,0
210060361586,Masculino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,510.3,531.6,511.3,414.2,600,D,D,A,A,3,513.48
210060387603,Feminino,2,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,F,D,D,3,0
210060897589,Feminino,11,Preta,Não respondeu,NA,NA,1,1,1,1,448.6,532.7,545.2,423,640,A,A,A,A,5,517.9
210060348475,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,336.9,483.6,503.1,548.1,640,G,G,E,D,4,502.34000000000003
210060726201,Feminino,16,Parda,Não respondeu,NA,NA,1,1,1,1,394.7,417.1,451.4,379.7,320,H,H,A,B,2,392.58
210059645059,Masculino,8,Branca,Não respondeu,NA,NA,1,1,1,1,679.4,708.4,598.3,789,940,D,G,D,B,5,743.02
210059325146,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,532.7,470.3,528.5,589.8,740,B,G,B,D,3,572.26
210061907088,Masculino,11,Parda,Não respondeu,NA,NA,1,1,1,1,376.8,348.3,583.4,616.3,640,F,F,C,B,1,512.96
210059320622,Feminino,6,Preta,Não respondeu,NA,NA,1,1,1,1,581,585.9,620.7,470.9,880,C,E,F,D,3,627.7
210059087094,Feminino,2,Preta,Pública,Ensino Regular,NA,1,1,1,1,433.4,408.1,542.1,510,440,E,E,B,B,5,466.72
210061601550,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,456,493.9,516.1,356.2,0,B,D,C,A,9,364.44
210060213090,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,441.6,422.2,531.4,432.1,540,C,E,C,D,4,473.46
210059207710,Feminino,7,Branca,Não respondeu,NA,NA,1,1,1,1,557.2,477.7,487,491.8,500,C,B,B,F,2,502.74
210061681465,Masculino,7,Branca,Não respondeu,NA,NA,1,1,1,1,547.7,610,560.9,602.8,720,B,E,B,B,3,608.28
210059788696,Masculino,9,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,E,B,B,2,0
210059230298,Feminino,3,Preta,Não respondeu,NA,NA,1,1,1,1,335.2,399,426.9,359.7,480,H,E,A,A,4,400.15999999999997
210058702696,Feminino,1,Parda,Não respondeu,NA,NA,1,1,1,1,440.1,559,583.2,568.7,920,B,B,B,B,5,614.2
210060173950,Feminino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,438.3,504.3,483.6,461.3,400,D,D,F,B,2,457.5
210059521496,Masculino,15,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,E,E,C,C,4,0
210060409200,Masculino,14,Branca,Não respondeu,NA,NA,1,1,1,1,589.5,638.1,634.9,510.3,640,D,B,B,A,1,602.56
210059863832,Masculino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,422.9,444.8,491.4,348.1,620,A,B,C,A,4,465.44
210061390638,Feminino,11,Branca,Não respondeu,NA,NA,1,1,1,1,491,621.3,608.9,583.6,960,B,E,A,A,2,652.96
210061882402,Masculino,3,Não declarado,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,H,H,F,F,2,0
210061078043,Masculino,7,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,C,B,3,0
210061184689,Feminino,3,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,468.3,517.1,494.3,445.8,0,H,E,A,B,2,385.1
210060873993,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,416.4,492.8,475.1,351.6,640,E,B,B,B,3,475.18
210059936888,Masculino,7,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,B,B,B,3,0
210060857144,Feminino,7,Branca,Não respondeu,NA,NA,1,1,1,1,418.4,481.3,483.9,390.4,540,D,E,A,B,5,462.8
210059215050,Feminino,16,Preta,Não respondeu,NA,NA,1,1,1,1,476.2,576.4,547.7,522,540,D,D,B,B,2,532.46
210060544075,Masculino,1,Parda,Não respondeu,NA,NA,1,1,1,1,396.2,537,553.2,593.9,600,E,G,F,F,4,536.06
210059916021,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,429.5,560.1,488.7,477.2,740,C,E,B,B,4,539.1
210059005151,Masculino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,604.7,609.2,581.7,668.8,920,E,E,D,D,5,676.88
210058908754,Masculino,4,Parda,Não respondeu,NA,NA,1,1,1,1,528.7,537.9,542.7,512.3,580,E,E,B,B,2,540.32
210060338227,Feminino,11,Branca,Pública,NA,Privada,0,0,0,0,0,0,0,0,0,H,C,B,B,3,0
210059906901,Feminino,2,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,A,E,B,B,3,0
210061696650,Feminino,2,Branca,Pública,Ensino Regular,NA,0,0,0,0,0,0,0,0,0,C,E,B,B,2,0
210058278470,Feminino,5,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,C,D,B,B,6,0
210059941171,Feminino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,504.7,328.1,438.5,576.4,860,E,E,B,B,3,541.54
210060447939,Masculino,7,Parda,Não respondeu,NA,NA,1,1,1,1,623.2,647.8,566.3,719,660,F,E,D,D,4,643.26
210059604570,Masculino,4,Parda,Não respondeu,NA,NA,1,0,0,1,488.3,0,0,419.9,0,B,B,A,A,4,181.64
210060360438,Feminino,3,Branca,Não respondeu,NA,NA,0,1,1,0,0,445.9,443.6,0,460,E,F,F,B,3,269.9
210060747250,Feminino,9,Indígena,Não respondeu,NA,NA,0,1,1,0,0,444.8,439.1,0,400,E,A,A,A,2,256.78000000000003
210060121203,Masculino,2,Branca,Pública,Ensino Regular,NA,1,1,1,1,472,474.6,484.8,575.7,460,D,D,C,B,3,493.42
210058422802,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,459.5,511.5,461.5,473.9,520,B,B,B,B,4,485.28
210062009884,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,500.3,552.2,526.7,469.5,860,E,E,D,B,4,581.74
210058668640,Masculino,5,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,F,D,D,B,3,0
210060514619,Masculino,4,Preta,Pública,Ensino Regular,NA,1,1,1,1,476.3,384.7,300,413,240,C,G,A,B,4,362.8
210061044558,Feminino,6,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,H,E,C,B,3,0
210058839114,Masculino,2,Branca,Privada,Ensino Regular,Privada,0,0,0,0,0,0,0,0,0,D,D,C,B,3,0
210060081642,Masculino,4,Branca,Pública,Ensino Regular,NA,0,1,1,0,0,393.2,338.2,0,0,C,H,D,F,2,146.28
210061730165,Feminino,2,Preta,Pública,Ensino Regular,NA,1,1,1,1,490.4,518.1,517.6,469.7,640,B,G,A,D,4,527.16
210059678526,Feminino,5,Parda,Não respondeu,NA,NA,1,1,1,1,585,606.7,575.5,715.9,820,E,D,D,B,4,660.62
210059960146,Masculino,3,Preta,Pública,Ensino Regular,NA,1,1,1,1,538.1,449.4,496.8,574.2,500,E,E,C,C,4,511.7
210061027805,Masculino,3,Parda,Não respondeu,NA,NA,1,1,1,1,506.5,528,544.3,654.8,700,C,B,C,A,4,586.72
210059825116,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,706.2,629.4,570.8,802.6,960,G,G,D,D,4,733.8
210058798875,Masculino,8,Parda,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,D,C,B,4,0
210059837092,Feminino,3,Branca,Não respondeu,NA,NA,1,1,1,1,435.3,456.3,326.2,339,260,C,C,B,B,3,363.36
210059941198,Masculino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,518.7,533.8,517.3,535.7,680,E,E,B,B,5,557.1
210058943433,Feminino,12,Parda,Não respondeu,NA,NA,1,1,1,1,451.5,421.3,540.8,368.6,600,E,E,B,B,3,476.44
210060160088,Feminino,4,Não declarado,Não respondeu,NA,NA,1,1,1,1,454.7,502.3,501.2,382.1,900,H,B,B,A,2,548.06
210060876409,Feminino,11,Parda,Não respondeu,NA,NA,1,1,1,1,462.9,520.8,491.9,485.7,340,B,B,A,A,2,460.26
210059565992,Feminino,7,Parda,Não respondeu,NA,NA,1,1,1,1,467.5,479.8,456,416.3,440,E,E,B,B,4,451.92
210060992057,Feminino,2,Parda,Privada,Ensino Regular,Privada,1,1,1,1,586.6,524,523.8,554.9,600,H,F,C,D,3,557.86
210059104036,Feminino,3,Parda,Não respondeu,NA,NA,1,1,1,1,473,517.3,584.6,658.6,920,B,G,A,D,2,630.7
210059468325,Masculino,2,Parda,Pública,Ensino Regular,Estadual,1,1,1,1,576.8,592.9,565,686.8,600,E,E,C,B,4,604.3
210058858756,Masculino,3,Parda,Pública,Ensino Regular,NA,1,1,1,1,413,557.6,543.7,441.7,720,C,E,C,A,5,535.2
210058397918,Feminino,4,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,D,F,B,C,5,0
210061515734,Feminino,2,Parda,Pública,Ensino Regular,Estadual,0,0,0,0,0,0,0,0,0,B,E,B,B,6,0
210061279545,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,480.2,480.6,480.9,547,820,C,E,C,B,4,561.74
210061495001,Feminino,9,Parda,Não respondeu,NA,NA,1,1,1,1,392,476.8,451,335.3,0,B,B,A,A,2,331.02
210060295091,Masculino,12,Parda,Não respondeu,NA,NA,1,1,1,1,491.3,523.1,487.7,506.2,560,B,E,C,F,4,513.66
210060399369,Feminino,5,Branca,Não respondeu,NA,NA,1,1,1,1,568.8,541.1,495.1,610.9,920,E,E,D,D,5,627.18
210061382250,Feminino,2,Branca,Privada,Ensino Regular,Privada,0,0,0,0,0,0,0,0,0,D,G,E,E,5,0
210059678413,Feminino,15,Branca,Não respondeu,NA,NA,1,1,1,1,458.2,527.4,529.6,498.5,560,B,B,A,A,4,514.74
210058575608,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,575.1,587.4,468.4,676.4,960,C,E,C,D,4,653.46
210060832034,Feminino,3,Parda,Pública,Ensino Regular,Federal,1,1,1,1,406.4,428.7,461.3,443,400,H,B,F,B,2,427.88
210060660327,Feminino,12,Preta,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,E,B,B,5,0
210058704328,Feminino,6,Branca,Não respondeu,NA,NA,0,0,0,0,0,0,0,0,0,B,B,F,A,2,0
210060013573,Feminino,2,Parda,Pública,Ensino Regular,NA,1,1,1,1,368.2,477.4,506.4,535.3,0,E,F,C,D,3,377.46
210061390299,Feminino,5,Amarela,Não respondeu,NA,NA,1,1,1,1,440,502,518.5,385.9,580,D,D,B,B,5,485.28
210058305513,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,516.1,384.7,513,361.3,700,E,E,C,C,5,495.02
210059723561,Masculino,8,Parda,Não respondeu,NA,NA,1,1,1,1,551.9,549.3,500.3,468.3,740,C,D,C,B,4,561.96
210061045512,Masculino,2,Branca,Privada,Ensino Regular,Privada,1,1,1,1,603,653.7,616.8,605.6,760,E,E,D,B,3,647.82
210061538178,Feminino,3,Branca,Pública,Ensino Regular,Estadual,1,1,1,1,480,443.3,369.3,591.3,860,D,E,C,B,3,548.78
210059227045,Masculino,2,Parda,Não respondeu,NA,NA,1,1,1,1,560.1,620.7,634.6,648.5,920,F,G,D,E,5,676.78
210059959095,Masculino,3,Branca,Pública,Ensino Regular,Municipal,0,0,0,0,0,0,0,0,0,B,E,C,B,5,0
210060911181,Feminino,4,Parda,Não respondeu,NA,NA,1,1,1,1,392.3,367.1,428.5,337.9,0,H,B,F,F,6,305.16
210060575663,Masculino,3,Branca,Não respondeu,NA,NA,1,1,1,1,554.6,545,577.8,678.8,820,D,D,A,B,2,635.24
